Team Alt Name,Opp Alt Name,GameID,Season,Week,Date,teamgame,Conf,BCS?,Team,W,L,TeamCoach,vs/@,oConf,oBCS?,Opp,oW,oL,OppCoach,OT?,Pts,oPts,diff,Res,W,L,cW,cL,O/U#,o/u,Spread,Sw/l,Bowl,Attend.,,APwk,wkAP,COwk,wkCO,BCSwk,wkBCS,pAP,pCO,fAP,fCO,AP,Apv,CO,Cov,BCS,w,l,Team,AP,Apv,CO,Cov,BCS,w,l,,pAP,pCO,fAP,fCO,AP,Apv,CO,Cov,BCS,w,l,Opp,AP,Apv,CO,Cov,BCS,w,l,,#Plays,ptspplay,ypplay,yprush,yppass,#Rush,Gain,Loss,NetRush,RushTD,#PassAtt,#PassComp,Int,PassYds,PassTD,Tot.Yds,#Rec.,RecYds,RecTD,#Punts,PuntYds,YardspPunt,PuntRet#,PuntRetYds,PuntRetTD,KORet#,KORetYds,KORetTD,Tot.TD,XPAtt,XPComp,X2Att,X2Comp,FGAtt,FGMade,Safeties,FDRush,FDPass,FDPen,Tot.FD,#Pen,PenYds,#Fumb,FumbLos,DPassInt,DPassIntRetYds,DPassIntRetTD,DFumRec,DFumRetYds,DFumRetTD,,#Plays,playppt,ypplay,yprush,yppass,#Rush,Gain,Loss,NetRush,RushTD,#PassAtt,#PassComp,Int,PassYds,PassTD,Tot.Yds,#Rec.,RecYds,RecTD,#Punts,PuntYds,YardspPunt,PuntRet#,PuntRetYds,PuntRetTD,KORet#,KORetYds,KORetTD,Tot.TD,XPAtt,XPComp,X2Att,X2Comp,FGAtt,FGMade,Safeties,FDRush,FDPass,FDPen,Tot.FD,#Pen,PenYds,#Fumb,FumbLos,DPassInt,DPassIntRetYds,DPassIntRetTD,DFumRec,DFumRetYds,DFumRetTD
Clemson,Wake Forest,Clemson-Wake Forest,2010,12,11/20/10,11,ACC,BCS,Clemson,6,7,Dabo Swinney,@,ACC,BCS,Wake Forest,3,9,Jim Grobe,,30,10,20,W,1,0,1,0,48.0,u,-13.5,W,,"31,783",,11,12,11,12,5,6,35,31,NR,NR,NR,NR,NR,NR,NR,5,5,Clemson,NR,NR,NR,NR,NR,6,5,,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,8,Wake Forest,NR,NR,NR,NR,NR,2,9,,68,0.4,6.1,4.2,9.2,43,219,37,182,1,25,19,1,231,2,413,19,231,2,2,91,45.5,1,2,0,3,73,0,3,3,3,0,0,3,3,0,10,10,0,20,4,35,3,1,0,0,0,0,0,0,,61,0.2,3.4,1.9,4.7,29,93,39,54,1,32,17,0,151,0,205,17,151,0,7,210,30.0,0,0,0,6,132,0,1,1,1,0,0,1,1,0,5,5,2,12,5,50,0,0,1,17,0,0,0,0
Wake Forest,Clemson,Clemson-Wake Forest,2010,12,11/20/10,11,ACC,BCS,Wake Forest,3,9,Jim Grobe,vs,ACC,BCS,Clemson,6,7,Dabo Swinney,,10,30,-20,L,0,1,0,1,48.0,u,13.5,L,,"31,783",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,8,Wake Forest,NR,NR,NR,NR,NR,2,9,,35,31,NR,NR,NR,NR,NR,NR,NR,5,5,Clemson,NR,NR,NR,NR,NR,6,5,,61,0.2,3.4,1.9,4.7,29,93,39,54,1,32,17,0,151,0,205,17,151,0,7,210,30.0,0,0,0,6,132,0,1,1,1,0,0,1,1,0,5,5,2,12,5,50,0,0,1,17,0,0,0,0,,68,0.4,6.1,4.2,9.2,43,219,37,182,1,25,19,1,231,2,413,19,231,2,2,91,45.5,1,2,0,3,73,0,3,3,3,0,0,3,3,0,10,10,0,20,4,35,3,1,0,0,0,0,0,0
Colorado State,Wyoming,Colorado St-Wyoming,2010,12,11/20/10,12,MtnWest,non,Colorado St,3,9,Steve Fairchild,@,MtnWest,non,Wyoming,3,9,Dave Christensen,,0,44,-44,L,0,1,0,1,50.0,u,2.5,L,,"17,011",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,3,8,Colorado St,NR,NR,NR,NR,NR,3,9,,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,9,Wyoming,NR,NR,NR,NR,NR,3,9,,66,0.0,2.5,2.0,2.9,33,111,46,65,0,33,16,1,97,0,162,16,97,0,9,424,47.1,1,17,0,6,129,0,0,0,0,0,0,1,0,0,6,5,2,13,5,55,3,1,0,0,0,0,0,0,,71,0.6,6.7,5.4,8.3,39,244,32,212,6,32,23,0,267,0,479,23,267,0,5,208,41.6,1,18,0,0,0,0,6,5,5,1,0,1,1,0,10,11,0,21,7,77,2,0,1,26,0,0,0,0
Wyoming,Colorado State,Colorado St-Wyoming,2010,12,11/20/10,12,MtnWest,non,Wyoming,3,9,Dave Christensen,vs,MtnWest,non,Colorado St,3,9,Steve Fairchild,,44,0,44,W,1,0,1,0,50.0,u,-2.5,W,,"17,011",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,9,Wyoming,NR,NR,NR,NR,NR,3,9,,NR,NR,NR,NR,NR,NR,NR,NR,NR,3,8,Colorado St,NR,NR,NR,NR,NR,3,9,,71,0.6,6.7,5.4,8.3,39,244,32,212,6,32,23,0,267,0,479,23,267,0,5,208,41.6,1,18,0,0,0,0,6,5,5,1,0,1,1,0,10,11,0,21,7,77,2,0,1,26,0,0,0,0,,66,0.0,2.5,2.0,2.9,33,111,46,65,0,33,16,1,97,0,162,16,97,0,9,424,47.1,1,17,0,6,129,0,0,0,0,0,0,1,0,0,6,5,2,13,5,55,3,1,0,0,0,0,0,0
Colorado,Kansas State,Colorado-Kansas St,2010,12,11/20/10,11,Big12,BCS,Colorado,5,7,Brian Cabral,vs,Big12,BCS,Kansas St,7,6,Bill Snyder,,44,36,8,W,1,0,1,0,55.0,o,2.5,W,,"41,147",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Colorado,NR,NR,NR,NR,NR,5,6,,NR,NR,NR,NR,NR,NR,36,5,NR,6,4,Kansas St,NR,NR,NR,NR,NR,6,5,,70,0.6,6.8,5.7,8.7,44,290,39,251,2,26,15,0,225,4,476,15,225,4,4,155,38.8,0,0,0,5,127,0,6,6,5,0,0,2,1,0,11,9,2,22,2,5,3,0,0,0,0,1,22,0,,64,0.6,6.4,2.7,11.9,38,147,46,101,3,26,17,0,310,2,411,17,310,2,5,233,46.6,2,41,0,7,130,0,5,4,4,1,1,0,0,0,6,12,0,18,7,57,1,1,0,0,0,0,0,0
Kansas State,Colorado,Colorado-Kansas St,2010,12,11/20/10,11,Big12,BCS,Kansas St,7,6,Bill Snyder,@,Big12,BCS,Colorado,5,7,Brian Cabral,,36,44,-8,L,0,1,0,1,55.0,o,-2.5,L,,"41,147",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,36,5,NR,6,4,Kansas St,NR,NR,NR,NR,NR,6,5,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Colorado,NR,NR,NR,NR,NR,5,6,,64,0.6,6.4,2.7,11.9,38,147,46,101,3,26,17,0,310,2,411,17,310,2,5,233,46.6,2,41,0,7,130,0,5,4,4,1,1,0,0,0,6,12,0,18,7,57,1,1,0,0,0,0,0,0,,70,0.6,6.8,5.7,8.7,44,290,39,251,2,26,15,0,225,4,476,15,225,4,4,155,38.8,0,0,0,5,127,0,6,6,5,0,0,2,1,0,11,9,2,22,2,5,3,0,0,0,0,1,22,0
Duke,Georgia Tech,Duke-GA Tech,2010,12,11/20/10,11,ACC,BCS,Duke,3,9,David Cutcliffe,@,ACC,BCS,GA Tech,6,7,Paul Johnson,,20,30,-10,L,0,1,0,1,61.0,u,10.5,W,,"42,110",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,3,7,Duke,NR,NR,NR,NR,NR,3,8,,16,17,NR,NR,NR,NR,NR,NR,NR,5,5,GA Tech,NR,NR,NR,NR,NR,6,5,,68,0.3,6.5,4.4,7.8,25,131,22,109,1,43,30,1,334,1,443,30,334,1,4,130,32.5,1,24,0,7,103,0,2,2,2,0,0,4,2,0,5,16,1,22,6,50,5,1,0,0,0,0,0,0,,69,0.4,5.9,5.2,12.9,62,350,30,320,1,7,2,0,90,1,410,2,90,1,2,92,46.0,2,7,0,5,108,0,3,3,3,0,0,3,3,0,16,2,1,19,8,69,3,2,1,85,1,0,0,0
Georgia Tech,Duke,Duke-GA Tech,2010,12,11/20/10,11,ACC,BCS,GA Tech,6,7,Paul Johnson,vs,ACC,BCS,Duke,3,9,David Cutcliffe,,30,20,10,W,1,0,1,0,61.0,u,-10.5,L,,"42,110",,11,12,11,12,5,6,16,17,NR,NR,NR,NR,NR,NR,NR,5,5,GA Tech,NR,NR,NR,NR,NR,6,5,,NR,NR,NR,NR,NR,NR,NR,NR,NR,3,7,Duke,NR,NR,NR,NR,NR,3,8,,69,0.4,5.9,5.2,12.9,62,350,30,320,1,7,2,0,90,1,410,2,90,1,2,92,46.0,2,7,0,5,108,0,3,3,3,0,0,3,3,0,16,2,1,19,8,69,3,2,1,85,1,0,0,0,,68,0.3,6.5,4.4,7.8,25,131,22,109,1,43,30,1,334,1,443,30,334,1,4,130,32.5,1,24,0,7,103,0,2,2,2,0,0,4,2,0,5,16,1,22,6,50,5,1,0,0,0,0,0,0
East Carolina,Rice,E Carolina-Rice,2010,12,11/20/10,11,CUSA,non,E Carolina,6,7,Ruffin McNeill,@,CUSA,non,Rice,4,8,David Bailiff,,38,62,-24,L,0,1,0,1,73.0,o,-8.5,L,,"15,262",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,6,4,E Carolina,NR,NR,NR,NR,NR,6,5,,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,8,Rice,NR,NR,NR,NR,NR,3,8,,65,0.6,7.0,5.6,7.9,26,146,0,146,2,39,21,2,308,3,454,21,308,3,3,113,37.7,1,0,0,6,91,0,5,5,5,0,0,1,1,0,6,14,1,21,1,5,1,1,0,0,0,1,50,0,,77,0.8,8.3,6.8,13.5,60,435,25,410,6,17,12,0,229,3,639,12,229,3,2,88,44.0,1,1,0,6,144,0,9,9,8,0,0,0,0,0,16,9,0,25,4,28,1,1,2,20,0,0,0,0
Rice,East Carolina,E Carolina-Rice,2010,12,11/20/10,11,CUSA,non,Rice,4,8,David Bailiff,vs,CUSA,non,E Carolina,6,7,Ruffin McNeill,,62,38,24,W,1,0,1,0,73.0,o,8.5,W,,"15,262",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,8,Rice,NR,NR,NR,NR,NR,3,8,,NR,NR,NR,NR,NR,NR,NR,NR,NR,6,4,E Carolina,NR,NR,NR,NR,NR,6,5,,77,0.8,8.3,6.8,13.5,60,435,25,410,6,17,12,0,229,3,639,12,229,3,2,88,44.0,1,1,0,6,144,0,9,9,8,0,0,0,0,0,16,9,0,25,4,28,1,1,2,20,0,0,0,0,,65,0.6,7.0,5.6,7.9,26,146,0,146,2,39,21,2,308,3,454,21,308,3,3,113,37.7,1,0,0,6,91,0,5,5,5,0,0,1,1,0,6,14,1,21,1,5,1,1,0,0,0,1,50,0
Florida Atlantic,Texas,Florida Atl-Texas,2010,12,11/20/10,10,SunBelt,non,Florida Atl,4,8,Howard Schnellenberger,@,Big12,BCS,Texas,5,7,Mack Brown,,17,51,-34,L,0,1,0,0,42.5,o,21.5,L,,"99,799",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,5,Florida Atl,NR,NR,NR,NR,NR,4,6,,5,4,NR,NR,NR,NR,NR,NR,NR,4,6,Texas,NR,NR,NR,NR,NR,5,6,,62,0.3,4.8,2.5,7.8,35,140,52,88,0,27,11,2,210,2,298,11,210,2,5,256,51.2,0,0,0,6,126,0,2,2,2,0,0,2,1,0,8,6,1,15,6,51,4,1,0,0,0,0,0,0,,78,0.7,6.7,4.5,12.5,57,279,20,259,3,21,15,0,263,2,522,15,263,2,2,70,35.0,1,9,0,3,62,0,6,6,6,0,0,3,3,0,16,10,1,27,6,50,4,1,2,57,1,0,0,0
Texas,Florida Atlantic,Florida Atl-Texas,2010,12,11/20/10,11,Big12,BCS,Texas,5,7,Mack Brown,vs,SunBelt,non,Florida Atl,4,8,Howard Schnellenberger,,51,17,34,W,1,0,0,0,42.5,o,-21.5,W,,"99,799",,11,12,11,12,5,6,5,4,NR,NR,NR,NR,NR,NR,NR,4,6,Texas,NR,NR,NR,NR,NR,5,6,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,5,Florida Atl,NR,NR,NR,NR,NR,4,6,,78,0.7,6.7,4.5,12.5,57,279,20,259,3,21,15,0,263,2,522,15,263,2,2,70,35.0,1,9,0,3,62,0,6,6,6,0,0,3,3,0,16,10,1,27,6,50,4,1,2,57,1,0,0,0,,62,0.3,4.8,2.5,7.8,35,140,52,88,0,27,11,2,210,2,298,11,210,2,5,256,51.2,0,0,0,6,126,0,2,2,2,0,0,2,1,0,8,6,1,15,6,51,4,1,0,0,0,0,0,0
Florida International,Louisiana-Lafayette,Florida Intl-LA-Lafayette,2010,12,11/20/10,10,SunBelt,non,Florida Intl,7,6,Mario Cristobal,@,SunBelt,non,LA-Lafayette,3,9,Rickey Bustle,,38,17,21,W,1,0,1,0,58.5,u,-10.0,W,,"13,041",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,5,Florida Intl,NR,NR,NR,NR,NR,5,5,,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,8,LA-Lafayette,NR,NR,NR,NR,NR,2,9,,59,0.6,5.4,3.9,8.5,40,169,14,155,3,19,16,0,162,1,317,16,162,1,5,165,33.0,0,0,0,4,72,0,5,5,5,0,0,1,1,0,9,5,3,17,5,54,0,0,3,31,1,0,0,0,,73,0.2,5.3,4.7,6.2,43,231,27,204,1,30,13,3,186,1,390,13,186,1,3,114,38.0,4,61,0,5,91,0,2,2,2,0,0,1,1,0,11,10,1,22,9,90,4,0,0,0,0,0,0,0
Louisiana-Lafayette,Florida International,Florida Intl-LA-Lafayette,2010,12,11/20/10,11,SunBelt,non,LA-Lafayette,3,9,Rickey Bustle,vs,SunBelt,non,Florida Intl,7,6,Mario Cristobal,,17,38,-21,L,0,1,0,1,58.5,u,10.0,L,,"13,041",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,8,LA-Lafayette,NR,NR,NR,NR,NR,2,9,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,5,Florida Intl,NR,NR,NR,NR,NR,5,5,,73,0.2,5.3,4.7,6.2,43,231,27,204,1,30,13,3,186,1,390,13,186,1,3,114,38.0,4,61,0,5,91,0,2,2,2,0,0,1,1,0,11,10,1,22,9,90,4,0,0,0,0,0,0,0,,59,0.6,5.4,3.9,8.5,40,169,14,155,3,19,16,0,162,1,317,16,162,1,5,165,33.0,0,0,0,4,72,0,5,5,5,0,0,1,1,0,9,5,3,17,5,54,0,0,3,31,1,0,0,0
Florida State,Maryland,Florida St-Maryland,2010,12,11/20/10,11,ACC,BCS,Florida St,10,4,Jimbo Fisher,@,ACC,BCS,Maryland,9,4,Ralph Friedgen,,30,16,14,W,1,0,1,0,52.0,u,-4.0,W,,"48,115",,11,12,11,12,5,6,20,20,17,16,27,69,26,87,25,7,3,Florida St,22,232,21,243,22,8,3,,NR,NR,23,24,35,1,32,18,NR,7,3,Maryland,NR,NR,39,3,NR,7,4,,57,0.5,6.2,5.0,7.5,30,170,19,151,1,27,17,1,203,1,354,17,203,1,2,55,27.5,1,0,0,4,98,0,3,3,3,0,0,5,3,0,6,8,1,15,6,45,2,1,2,96,1,1,11,0,,79,0.2,5.5,4.8,6.0,34,185,22,163,0,45,25,2,269,1,432,25,269,1,2,70,35.0,1,1,0,5,93,0,1,1,1,0,0,3,3,0,10,11,2,23,5,45,2,2,1,20,0,0,0,0
Maryland,Florida State,Florida St-Maryland,2010,12,11/20/10,11,ACC,BCS,Maryland,9,4,Ralph Friedgen,vs,ACC,BCS,Florida St,10,4,Jimbo Fisher,,16,30,-14,L,0,1,0,1,52.0,u,4.0,L,,"48,115",,11,12,11,12,5,6,NR,NR,23,24,35,1,32,18,NR,7,3,Maryland,NR,NR,39,3,NR,7,4,,20,20,17,16,27,69,26,87,25,7,3,Florida St,22,232,21,243,22,8,3,,79,0.2,5.5,4.8,6.0,34,185,22,163,0,45,25,2,269,1,432,25,269,1,2,70,35.0,1,1,0,5,93,0,1,1,1,0,0,3,3,0,10,11,2,23,5,45,2,2,1,20,0,0,0,0,,57,0.5,6.2,5.0,7.5,30,170,19,151,1,27,17,1,203,1,354,17,203,1,2,55,27.5,1,0,0,4,98,0,3,3,3,0,0,5,3,0,6,8,1,15,6,45,2,1,2,96,1,1,11,0
Hawaii,San Jose State,Hawaii-San Jose St,2010,12,11/20/10,11,WAC,non,Hawaii,10,4,Greg McMackin,vs,WAC,non,San Jose St,1,12,Mike MacIntyre,,41,7,34,W,1,0,1,0,59.5,u,-30.0,W,,"33,523",,11,12,11,12,5,6,NR,NR,37,34,NR,NR,34,10,NR,7,3,Hawaii,30,7,28,20,NR,8,3,,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,9,San Jose St,NR,NR,NR,NR,NR,1,10,,66,0.6,9.5,2.1,11.9,16,51,18,33,1,50,35,2,593,3,626,35,593,3,4,186,46.5,2,0,0,2,46,0,5,5,5,0,0,2,2,0,1,26,1,28,4,30,1,1,2,34,1,0,0,0,,66,0.1,2.5,1.2,3.5,29,99,65,34,0,37,19,2,130,1,164,19,130,1,9,421,46.8,0,0,0,6,128,0,1,1,1,0,0,0,0,0,3,9,0,12,6,44,1,0,2,83,0,1,34,0
San Jose State,Hawaii,Hawaii-San Jose St,2010,12,11/20/10,11,WAC,non,San Jose St,1,12,Mike MacIntyre,@,WAC,non,Hawaii,10,4,Greg McMackin,,7,41,-34,L,0,1,0,1,59.5,u,30.0,L,,"33,523",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,1,9,San Jose St,NR,NR,NR,NR,NR,1,10,,NR,NR,37,34,NR,NR,34,10,NR,7,3,Hawaii,30,7,28,20,NR,8,3,,66,0.1,2.5,1.2,3.5,29,99,65,34,0,37,19,2,130,1,164,19,130,1,9,421,46.8,0,0,0,6,128,0,1,1,1,0,0,0,0,0,3,9,0,12,6,44,1,0,2,83,0,1,34,0,,66,0.6,9.5,2.1,11.9,16,51,18,33,1,50,35,2,593,3,626,35,593,3,4,186,46.5,2,0,0,2,46,0,5,5,5,0,0,2,2,0,1,26,1,28,4,30,1,1,2,34,1,0,0,0
Houston,Southern Miss,Houston-S Miss,2010,12,11/20/10,11,CUSA,non,Houston,5,7,Kevin Sumlin,@,CUSA,non,S Miss,8,5,Larry Fedora,,41,59,-18,L,0,1,0,1,65.5,o,3.5,L,,"32,606",,11,12,11,12,5,6,30,27,NR,NR,NR,NR,NR,NR,NR,5,5,Houston,NR,NR,NR,NR,NR,5,6,,NR,NR,NR,NR,NR,NR,38,4,NR,7,3,S Miss,35,3,29,16,NR,8,3,,66,0.6,7.4,1.3,9.9,19,49,25,24,0,47,28,1,467,4,491,28,467,4,4,172,43.0,0,0,0,9,220,0,5,5,5,0,0,2,2,0,4,15,2,21,2,20,0,0,0,0,0,0,0,1,,83,0.7,7.7,6.7,9.5,52,366,17,349,6,31,24,0,293,2,642,24,293,2,3,118,39.3,2,-1,0,5,129,0,8,8,8,0,0,2,1,0,17,12,1,30,4,40,1,0,1,18,0,0,0,0
Southern Miss,Houston,Houston-S Miss,2010,12,11/20/10,11,CUSA,non,S Miss,8,5,Larry Fedora,vs,CUSA,non,Houston,5,7,Kevin Sumlin,,59,41,18,W,1,0,1,0,65.5,o,-3.5,W,,"32,606",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,38,4,NR,7,3,S Miss,35,3,29,16,NR,8,3,,30,27,NR,NR,NR,NR,NR,NR,NR,5,5,Houston,NR,NR,NR,NR,NR,5,6,,83,0.7,7.7,6.7,9.5,52,366,17,349,6,31,24,0,293,2,642,24,293,2,3,118,39.3,2,-1,0,5,129,0,8,8,8,0,0,2,1,0,17,12,1,30,4,40,1,0,1,18,0,0,0,0,,66,0.6,7.4,1.3,9.9,19,49,25,24,0,47,28,1,467,4,491,28,467,4,4,172,43.0,0,0,0,9,220,0,5,5,5,0,0,2,2,0,4,15,2,21,2,20,0,0,0,0,0,0,0,1
Idaho,Utah State,Idaho-Utah St,2010,12,11/20/10,11,WAC,non,Idaho,6,7,Robb Akey,@,WAC,non,Utah St,4,8,Gary Andersen,,28,6,22,W,1,0,1,0,58.0,u,2.5,W,,"14,072",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Idaho,NR,NR,NR,NR,NR,5,6,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Utah St,NR,NR,NR,NR,NR,4,7,,69,0.4,5.1,3.0,7.6,37,120,8,112,1,32,20,1,243,3,355,20,243,3,6,287,47.8,5,7,0,3,100,0,4,4,4,0,0,0,0,0,6,8,1,15,4,53,3,0,2,0,0,0,0,0,,72,0.1,3.4,3.8,2.9,37,155,16,139,0,35,14,2,103,0,242,14,103,0,7,273,39.0,1,4,0,3,70,0,0,0,0,0,0,2,2,0,11,4,1,16,4,27,1,0,1,0,0,0,0,0
Utah State,Idaho,Idaho-Utah St,2010,12,11/20/10,11,WAC,non,Utah St,4,8,Gary Andersen,vs,WAC,non,Idaho,6,7,Robb Akey,,6,28,-22,L,0,1,0,1,58.0,u,-2.5,L,,"14,072",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Utah St,NR,NR,NR,NR,NR,4,7,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Idaho,NR,NR,NR,NR,NR,5,6,,72,0.1,3.4,3.8,2.9,37,155,16,139,0,35,14,2,103,0,242,14,103,0,7,273,39.0,1,4,0,3,70,0,0,0,0,0,0,2,2,0,11,4,1,16,4,27,1,0,1,0,0,0,0,0,,69,0.4,5.1,3.0,7.6,37,120,8,112,1,32,20,1,243,3,355,20,243,3,6,287,47.8,5,7,0,3,100,0,4,4,4,0,0,0,0,0,6,8,1,15,4,53,3,0,2,0,0,0,0,0
Illinois,Northwestern,Illinois-Northwestern,2010,12,11/20/10,11,Big10,BCS,Illinois,7,6,Ron Zook,@,Big10,BCS,Northwestern,7,6,Pat Fitzgerald,,48,27,21,W,1,0,1,0,49.0,o,-7.5,W,,"41,058",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,5,5,Illinois,NR,NR,NR,NR,NR,6,5,,NR,47,NR,NR,26,99,25,93,NR,7,3,Northwestern,NR,NR,40,2,NR,7,4,,84,0.6,6.7,7.4,2.9,70,537,18,519,5,14,6,2,40,1,559,6,40,1,2,107,53.5,1,0,0,6,100,0,6,6,6,0,0,3,2,0,24,2,0,26,2,20,0,0,1,15,0,0,0,0,,48,0.6,6.6,6.5,6.8,28,201,18,183,2,20,10,1,135,0,318,10,135,0,4,181,45.3,1,58,0,7,138,0,3,3,3,0,0,2,2,0,5,7,0,12,3,35,3,2,2,59,1,0,0,0
Northwestern,Illinois,Illinois-Northwestern,2010,12,11/20/10,11,Big10,BCS,Northwestern,7,6,Pat Fitzgerald,vs,Big10,BCS,Illinois,7,6,Ron Zook,,27,48,-21,L,0,1,0,1,49.0,o,7.5,L,,"41,058",,11,12,11,12,5,6,NR,47,NR,NR,26,99,25,93,NR,7,3,Northwestern,NR,NR,40,2,NR,7,4,,NR,NR,NR,NR,NR,NR,NR,NR,NR,5,5,Illinois,NR,NR,NR,NR,NR,6,5,,48,0.6,6.6,6.5,6.8,28,201,18,183,2,20,10,1,135,0,318,10,135,0,4,181,45.3,1,58,0,7,138,0,3,3,3,0,0,2,2,0,5,7,0,12,3,35,3,2,2,59,1,0,0,0,,84,0.6,6.7,7.4,2.9,70,537,18,519,5,14,6,2,40,1,559,6,40,1,2,107,53.5,1,0,0,6,100,0,6,6,6,0,0,3,2,0,24,2,0,26,2,20,0,0,1,15,0,0,0,0
Indiana,Penn State,Indiana-Penn St,2010,12,11/20/10,11,Big10,BCS,Indiana,5,7,Bill Lynch,v,Big10,BCS,Penn St,7,6,Joe Paterno,,24,41,-17,L,0,1,0,1,57.0,o,10.5,L,,"78,790",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Indiana,NR,NR,NR,NR,NR,4,7,,19,14,NR,NR,NR,NR,41,1,NR,6,4,Penn St,36,2,36,4,NR,7,4,,63,0.4,5.3,4.3,5.8,21,110,20,90,1,42,23,1,242,2,332,23,242,2,5,176,35.2,1,1,0,8,195,0,3,3,3,0,0,1,1,0,6,12,0,18,0,0,0,0,0,0,0,0,0,0,,75,0.5,6.6,4.1,9.8,42,188,17,171,2,33,24,0,325,2,496,24,325,2,2,82,41.0,2,57,1,4,60,0,5,5,5,0,0,3,2,0,8,16,0,24,5,35,2,0,1,0,0,0,0,0
Penn State,Indiana,Indiana-Penn St,2010,12,11/20/10,11,Big10,BCS,Penn St,7,6,Joe Paterno,v,Big10,BCS,Indiana,5,7,Bill Lynch,,41,24,17,W,1,0,1,0,57.0,o,-10.5,W,,"78,790",,11,12,11,12,5,6,19,14,NR,NR,NR,NR,41,1,NR,6,4,Penn St,36,2,36,4,NR,7,4,,NR,NR,NR,NR,NR,NR,NR,NR,NR,4,6,Indiana,NR,NR,NR,NR,NR,4,7,,75,0.5,6.6,4.1,9.8,42,188,17,171,2,33,24,0,325,2,496,24,325,2,2,82,41.0,2,57,1,4,60,0,5,5,5,0,0,3,2,0,8,16,0,24,5,35,2,0,1,0,0,0,0,0,,63,0.4,5.3,4.3,5.8,21,110,20,90,1,42,23,1,242,2,332,23,242,2,5,176,35.2,1,1,0,8,195,0,3,3,3,0,0,1,1,0,6,12,0,18,0,0,0,0,0,0,0,0,0,0
Iowa State,Missouri,Iowa St-Missouri,2010,12,11/20/10,12,Big12,BCS,Iowa St,5,7,Paul Rhoads,vs,Big12,BCS,Missouri,10,3,Gary Pinkel,,0,14,-14,L,0,1,0,1,53.0,u,11.0,L,,"41,776",,11,12,11,12,5,6,NR,NR,NR,NR,NR,NR,NR,NR,NR,5,6,Iowa St,NR,NR,NR,NR,NR,5,7,,33,37,18,18,15,624,16,583,15,8,2,Missouri,15,639,16,585,14,9,2,,76,0.0,4.4,3.5,5.6,44,181,29,152,0,32,14,0,180,0,332,14,180,0,3,116,38.7,1,5,0,3,55,0,0,0,0,0,0,2,0,0,8,9,0,17,5,36,3,1,0,0,0,0,0,0,,67,0.2,4.6,3.3,6.6,41,161,27,134,1,26,16,0,172,1,306,16,172,1,8,295,36.9,0,0,0,1,23,0,2,2,2,0,0,0,0,0,9,7,1,17,3,25,1,0,0,0,0,0,0,0
Missouri,Iowa State,Iowa St-Missouri,2010,12,11/20/10,11,Big12,BCS,Missouri,10,3,Gary Pinkel,@,Big12,BCS,Iowa St,5,7,Paul Rhoads,,14,0,14,W,1,0,1,0,53.0,u,-11.0,W,,"41,776",,11,12,11,12,5,6,33,37,18,18,15,624,16,583,15,8,2,Missouri,15,639,16,585,14,9,2,,NR,NR,NR,NR,NR,NR,NR,NR,NR,5,6,Iowa St,NR,NR,NR,NR,NR,5,7,,67,0.2,4.6,3.3,6.6,41,161,27,134,1,26,16,0,172,1,306,16,172,1,8,295,36.9,0,0,0,1,23,0,2,2,2,0,0,0,0,0,9,7,1,17,3,25,1,0,0,0,0,0,0,0,,76,0.0,4.4,3.5,5.6,44,181,29,152,0,32,14,0,180,0,332,14,180,0,3,116,38.7,1,5,0,3,55,0,0,0,0,0,0,2,0,0,8,9,0,17,5,36,3,1,0,0,0,0,0,0
